PK_Endereco;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
32203;AVENIDA CONSELHEIRO CARRAO;2620;03402002;VILA CARRAO;SAO PAULO;-23,5495983;-46,5366932
24947;RUA ELIZEU VALENTIN DE LIMA;270;81490070;CAMPO DE SANTANA;CURITIBA;-25,585248;-49,3224127
24769;RUA EXPEDICIONARIO AMERICO SOARES ACEDO;79;12912260;JARDIM MARIA AUGUSTA;BRAGANCA PAULISTA;-22,9465919;-46,5331289
32160;RUA ALVARO RODRIGUES DO PRADO;8;05869180;JARDIM SAO JOSE;SAO PAULO;-23,6772644;-46,7700343
24763;RUA DOUTOR CORREA COELHO;715;80210350;JARDIM BOTANICO;CURITIBA;-25,4398575;-49,2404532
24761;ESTRADA UNIAO E INDUSTRIA;26000;25770000;POSSE;PETROPOLIS;-22,2931061;-43,1173842
32153;RUA AMAPA;102;95670000;DUTRA;GRAMADO;-29,3655067;-50,8733203
32157;RUA VEREADOR ADOLFO NIMTZ;222;13165000;JARDIM AMERICA;ENGENHEIRO COELHO;-22,4893927;-47,2130215
32275;RUA MONS AZARIAS SOBREIRA;61;60191070;PAPICU;FORTALEZA;-3,73117;-38,4764912
31987;RUA JOSE SARNEY;14;65055300;JARDIM SAO CRISTOVAO;SAO LUIS;-2,5446068;-44,2847675
31904;ALAMEDA ANTUERPIA;186;06437030;RECANTO PHRYNEA;BARUERI;-23,5419305;-46,8863174
32060;RUA EGITO;164;37901079;NOVO MUNDO;PASSOS;-20,7221434;-46,6133353
32084;RUA VELOCINO RODRIGUES;71;95058430;JARDIM DAS HORTENCIAS;CAXIAS DO SUL;-29,1356148;-51,1176605
24687;RUA PADRE MARINHO;236;30140040;SANTA EFIGENIA;BELO HORIZONTE;-19,9255752;-43,9222063
32580;AVENIDA OCEANO ATLANTICO;621;29946550;GURIRI NORTE;SAO MATEUS;-18,7437586;-39,761727
32597;RUA LUIS FERRARI;238;17053010;PARQUE DAS NACOES;BAURU;-22,3538754;-49,0659854
32578;RUA ELESBAO VELOSO;129;60526380;AUTRAN NUNES;FORTALEZA;-3,7513544;-38,592339
32569;RUA EUCLIDES TEIXEIRA;1;65067896;DIVINEIA;SAO LUIS;-2,5391099;-44,2829046
32565;RUA DOIS;775;65077040;SAO FRANCISCO;SAO LUIS;-2,5372876;-44,2035914
32572;AVENIDA PLINIO BRASIL MILANO;148;90520000;HIGIENOPOLIS;PORTO ALEGRE;-30,0223538;-51,1895509
32595;AVENIDA PRESIDENTE CASTELO BRANCO;3095;09320590;JARDIM ZAIRA;MAUA;-23,6454967;-46,4311306
32600;RUA MANOEL SERAFIM;481;93220250;CENTRO;SAPUCAIA DO SUL;-29,8286064;-51,1502508
32617;RUA NICOLAU BLEY NETO;364;83880000;CENTRO;RIO NEGRO;-26,086847;-49,7798281
32677;RUA VIRGILIO ENEI;1976;17290000;CENTRO;MACATUBA;-22,5056239;-48,7121104
32624;RODOVIA BR 470;;89136000;DIAMANTE;RODEIO;-26,9144263;-49,3647792
32613;RUA KATOJI SOGABE;828;06727115;JARDIM DOS PEREIRAS CAUCAIA DO ALTO;COTIA;-23,6689715;-47,0204395
32608;RUA DAS CLICINIAS;162;13473291;CIDADE JARDIM;AMERICANA;-22,7378203;-47,3337008
32846;ESTRADA FAZENDINHA;341;06364000;JARDIM OLINDA;CARAPICUIBA;-23,5635779;-46,8382415
32842;ESTRADA PARA PIRAPOZINHO;SN;19023430;AEROPORTO;PRESIDENTE PRUDENTE;-22,121126;-51,393006
32840;AVENIDA TULIO DE ROSE;80;91340110;PASSO DA AREIA;PORTO ALEGRE;-30,0217566;-51,1624154
32854;AVENIDA AYRTON SENNA DA SILVA;148552;54410240;PIEDADE;JABOATAO DOS GUARARAPES;-8,1757888;-34,9182132
33153;ESTRADA DO COPIUVA;2345;06330000;VILA DA OPORTUNIDADE;CARAPICUIBA;-23,56139;-46,8314897
32874;RUA LONDRES;13;88345599;SANTA REGINA;CAMBORIU;-27,0235808;-48,6622854
32862;AVENIDA DOUTOR ALTINO ARANTES;1098;04042000;VILA MARIANA;SAO PAULO;-23,6025737;-46,6475414
32858;RODOVIA ROMILDO PRADO;SN;13255750;TAPERA GRANDE;ITATIBA;-23,0068348;-46,8387438
32605;LOCALIDADE CORREGO DOS MONOS;SN;29300000;;CACHOEIRO DE ITAPEMIRIM;-20,8493678;-41,113221
32611;AVENIDA PREFEITO JACOMO NICOLAU PACCOLA;320;18685505;PARQUE RESD RONDON;LENCOIS PAULISTA;-22,5968277;-48,8118612
33148;RUA EDMUNDO JUVENT FUENTES;210;03280000;VILA SAO DOMINGOS;SAO PAULO;-23,5839965;-46,5363962
32622;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA;5308;07252000;AGUA CHATA;GUARULHOS;-23,434227;-46,4037587
33144;RUA VALDOMIRO JOAO ESPINDOLA;708;88134775;ARIRIU FORMIGA;PALHOCA;-27,6929322;-48,6600172
33141;SQS 415 BLOCO I;204;70298090;ASA SUL;BRASILIA;-15,8354763;-47,918748
32559;ESTRADA GOVERNADOR CHAGAS FREITAS;2605;27351720;COLONIA SANTO ANTONIO;BARRA MANSA;-22,5366709;-44,2161881
32533;RUA SERGIPE;1150;14600000;CENTRO;SAO JOAQUIM DA BARRA;-20,5788004;-47,8598405
32563;AVENIDA RAIMUNDO BARROS;1;65936000;VILA JOAO ALBERTO;MONTES ALTOS;-5,8319709;-47,067754
24717;RUA TCHECOSLOVAQUIA;32;13455470;JARDIM EUROPA I;SANTA BARBARA D OESTE;-22,7274012;-47,3684657
32527;AVENIDA ALCINDO CACELA;350;66060000;UMARIZAL;BELEM;-1,4394498;-48,4787707
32514;RUA HONORIO SILVEIRA DIAS;580;90550150;SAO JOAO;PORTO ALEGRE;-30,0080193;-51,1856854
32512;RUA CASTRO ALVES;679;45820351;CENTRO;EUNAPOLIS;-16,3276686;-39,5739521
32685;AVENIDA DEPUTADO ELISIO MAIA;400;57445000;CENTRO;SAO JOSE DA TAPERA;-9,5439311;-37,3841501
32519;RUA CAMPOS SALES;14;06401000;CENTRO;BARUERI;-23,5118529;-46,8748489
32535;AVENIDA PARANAGUA;6464;83260000;BANEARIO DE BATEIAS;MATINHOS;-25,7567778;-48,5073437
32541;RUA VINTE E QUATRO DE MAIO;1;60020000;CENTRO;FORTALEZA;-3,8360924;-38,5735854
32557;RUA MARTINS MUNDIM;425;38740016;CENTRO;PATROCINIO;-18,93847;-46,9951867
32561;AVENIDA SAO MIGUEL;2104;03620001;VILA MARIETA;SAO PAULO;-23,5121041;-46,5107718
32552;RUA MAJOR BASILIO;86;03181010;VILA BERTIOGA;SAO PAULO;-23,5586876;-46,5854332
32548;RUA GALVAO BUENO;57;01506000;LIBERDADE;SAO PAULO;-23,5560942;-46,6351337
32546;RUA MARIA DIAS MARINHO;SN;78670000;CENTRO;SAO FELIX DO ARAGUAIA;-11,2748641;-52,5318604
32550;RODOVIA BR 316;SN;67030000;CENTRO;ANANINDEUA;-1,3671891;-48,374094
32682;RUA JAVAES;SN;77690000;CENTRO;ARAGUACEMA;-8,8086886;-49,5577878
32537;ESTRADA DE FERRO MADEIRA MAMORE;2751;76805650;TRIANGULO;PORTO VELHO;-8,7611605;-63,9004303
32629;RUA JOANA D ARC;750;08223363;CIDADE ANTONIO ESTEVAO DE CARVALHO;SAO PAULO;-23,5489433;-46,6388182
32657;RUA CUNHA SEIXA;285;05880270;PARQUE INDEPENDENCIA;SAO PAULO;-23,6895125;-46,7890006
33230;RUA CORONEL ALVES FEITOSA;381;49060010;CONJ ORLANDO DANTAS;ARACAJU;-10,9689909;-37,0831858
32663;RUA SOROR JOANA ANGELICA DE JESUS;55;13060031;JARDIM CAMPOS ELISEOS;CAMPINAS;-22,9263739;-47,1030882
32653;RUA QUARENTA E NOVE;444;76380000;SANTA TEREZA;GOIANESIA;-15,3044673;-49,1350454
32690;AVENIDA UM;41;37410000;FEIRA DE GADO;TRES CORACOES;-21,7011798;-45,235501
32646;RUA MOREIRA SALES;20;35030390;VILA BRETAS;GOVERNADOR VALADARES;-18,8671041;-41,9553153
32626;RUA GENTIL MORENO;442;14177255;COHAB III;SERTAOZINHO;-21,126913;-48,0139795
32648;RUA VITORIO SILICANI;19;06663100;JARDIM MARISTELA;ITAPEVI;-23,5532817;-46,9398898
32659;AVENIDA 9 DE MAIO;SN;78320000;CENTRO;JUINA;-11,421047;-58,7583349
32666;AVENIDA PRESIDENTE TANCREDO NEVES;665;58028840;IPES;JOAO PESSOA;-7,0973706;-34,8554854
32669;AVENIDA CORONEL FREDERICO LINCK;370;93336001;RIO BRANCO;NOVO HAMBURGO;-29,6912905;-51,1394347
32674;RUA QUATRO;1121;13500270;CENTRO;RIO CLARO;-22,4098886;-47,5610261
33158;AVENIDA PIO DE MEIRA;SN;36900000;VILANOVA;MANHUACU;-20,266537;-42,0360665
33235;RUA JOAO PEREIRA CARDOSO;108;30670565;BARREIRO DE CIMA;BELO HORIZONTE;-19,9166813;-43,9344931
33259;RUA 2;;75250000;VILA BOM SUCESSO;SENADOR CANEDO;-16,7109494;-49,0892337
33244;RUA WADIS DALL OGLIO;591;85884000;JARDIM IRENE;MEDIANEIRA;-25,2952784;-54,0932225
33232;RUA SEBASTIAO DE ABREU SAMPAIO;968;13575040;VILA BOA VISTA 1;SAO CARLOS;-22,0343649;-47,9050281
33255;RUA BARROS CASSAL;225;99300000;IPIRANGA;SOLEDADE;-28,8383461;-52,514933
32885;RUA JOAQUIM MAGALHAES;1318;60040160;JOAQUIM TAVORA;FORTALEZA;-3,7404932;-38,526466
33273;RUA ANTONIO RIBEIRO FIALHO;SN;13700000;NAZARETH;CASA BRANCA;-21,7712926;-47,0856897
32680;RUA MARIA QUINTINA DOS SANTOS;11;06122190;JARDIM CALIFORNIA;OSASCO;-23,5406977;-46,7948745
32770;AVENIDA BPS;1270;37500176;BPS;ITAJUBA;-22,4140471;-45,4518642
32760;RUA SAO JOSE;269;96412680;GETULIO VARGAS;BAGE;-31,322378;-54,0963344
33220;RUA ENRICO DELL ACQUA;78;18130460;CENTRO;SAO ROQUE;-23,5307554;-47,1353998
33275;ALAMEDA 403;;77001500;PLANO DIRETOR NORTE;PALMAS;-10,1642647;-48,3368829
6270;AVENIDA PADRE ANTONIO OTERO SOARES;195;84970000;CENTRO;SANTANA DO ITARARE;-23,7599998;-49,6302906
33266;AVENIDA MARECHAL FLORIANO PEIXOTO;909;99300000;CENTRO;SOLEDADE;-28,8375043;-52,5129725
33222;RUA LEOPOLDINO DE OLIVEIRA;439;31230613;BOM JESUS;BELO HORIZONTE;-19,8964471;-43,9575856
33289;RUA DOS TUPINAMBAS;1012;30120070;CENTRO;BELO HORIZONTE;-19,9164642;-43,9437203
32756;RUA SAO PAULO;615;11462630;PAECARA;GUARUJA;-23,9820442;-46,2033443
32726;RUA TIBURCIO NEMEZIO;57;57700000;CENTRO;VICOSA;-9,363378;-36,238616
33227;TRAVESSA RUI FARO;1212;68790000;SAO RAIMUNDO;SANTA ISABEL DO PARA;-1,3033404;-48,1601005
32764;RUA CAIO PEREIRA;81;52041010;ROSARINHO;RECIFE;-8,034424;-34,8989459
6291;RUA GUIRICEMA;76;03930040;JARDIM SAO CRISTOVAO;SAO PAULO;-23,5790972;-46,5011292
32767;RUA SILVA JARDIM;530;99010240;CENTRO;PASSO FUNDO;-28,2556055;-52,4047288
32762;RUA CANARIO;390;04521001;MOEMA;SAO PAULO;-23,5995212;-46,6654606
33248;AVENIDA PAULISTA;2001;01311300;CERQUEIRA CESAR;SAO PAULO;-23,5594079;-46,6594332
32740;RUA AMERICO BATISTA;1;08380190;JARDIM IGUATEMI;SAO PAULO;-23,5990429;-46,4408965
32722;VILA PAQUETA;14;40250200;COSME DE FARIAS;SALVADOR;-12,9788732;-38,4918992
33246;RUA BENEDITO SANTOS SCALZITTI;32;13487125;PARQUE RESIDENCIAL TANCREDO NEVES;LIMEIRA;-22,5665354;-47,3974368
33238;RUA DO CACAU;588;76808762;BELVEDERES;PORTO VELHO;-8,7961099;-63,9025108
32695;AVENIDA PARANA;5463;87502000;ZONA III;UMUARAMA;-23,7584722;-53,2978031
33241;RUA SANTA MARIA;1492;32240190;SANTA MARIA;CONTAGEM;-19,8542754;-44,0281815
33125;AVENIDA BEIRA MAR;20;55592970;MARACAIPE;IPOJUCA;-8,398109;-35,0609851
33127;RUA OIAPOQUE;6;06815140;PARQUE PIRAJUSSARA;EMBU DAS ARTES;-23,6524089;-46,8178087
6252;RUA MANOEL JOAQUIM PINTO;SN;88600000;CENTRO;SAO JOAQUIM;-28,292455;-49,9375873
33136;RODOVIA BR 365;;38300970;ZONA RURAL;ITUIUTABA;-18,9542989;-49,4673707
33119;AVENIDA SAO JOAO;439;01035000;CENTRO;SAO PAULO;-23,5437416;-46,6387469
33129;RUA NOVE;52A;65076510;SAO FRANCISCO;SAO LUIS;-2,5770396;-44,194565
33134;AVENIDA MARGINAL DO MARIA CHICA;35;16300000;VILA TORRES;PENAPOLIS;-21,4129983;-50,0751046
33099;RUA SEBASTIAO ERMITA S RAMOS;9;35350000;CENTRO;RAUL SOARES;-20,1013284;-42,452666
33009;AVENIDA RUI BARBOSA;1984;38740012;SAO JUDAS TADEU;PATROCINIO;-18,9272788;-46,9983241
33018;RUA MARQUES DE SAO VICENTE;52;22451041;GAVEA;RIO DE JANEIRO;-22,9752405;-43,2284282
33029;RUA BASILIO PIGNATON;SN;29198321;PRAIA DO SAUE;ARACRUZ;-19,8189319;-40,2738888
6300;RUA D SEBASTIANA DE BARROS;297;18650000;VILA SANTA TEREZINHA;SAO MANUEL;-22,7327099;-48,57258
33131;RUA BEIRA RIO;16;65901200;SAO JOSE DO EGITO;IMPERATRIZ;-5,5318241;-47,4911537
33123;RUA CORCOVADO;256;32280520;RIACHO DAS PEDRAS;CONTAGEM;-19,9441289;-44,0636471
33372;RUA DONA CEZARINA;260;89232040;SANTA CATARINA;JOINVILLE;-26,3556606;-48,8435053
6307;RUA SILVESTRE CALEGIONI;82;14140000;FRANCISCO CASTILHO;CRAVINHOS;-21,3319036;-47,7545813
6311;RUA JIPARANA;168;08246050;PARADA QUINZE;SAO PAULO;-23,5341128;-46,4377841
33369;AVENIDA XV DE NOVEMBRO;854;85560000;CENTRO;CHOPINZINHO;-25,8560271;-52,5315824
33257;RUA SAO JOAO CLIMACO;577;04255000;SAO JOAO CLIMACO;SAO PAULO;-23,6236609;-46,592315
33252;RUA BONIFACIO VILELA;558;84010330;CENTRO;PONTA GROSSA;-25,087865;-50,1598786
33363;RUA TENENTE PORTELA;85;44008540;CALUMBI;FEIRA DE SANTANA;-12,2533327;-38,9819386
33250;PRACA EDMUNDO VALLE;27;18060230;ALEM LINHA;SOROCABA;-23,5015299;-47,4525603
33378;RUA QUINZE DE NOVEMBRO;347;15190000;CENTRO;NHANDEARA;-20,695301;-50,0415929
33268;RUA ARAL MOREIRA;272;79890000;CENTRO;ITAPORA;-22,0820765;-54,7889404
33367;LOCALIDADE SITIO DO PORTO GUAXUPE;SN;37130000;PORTO GUAXUPE;ALFENAS;-21,4261129;-45,9481612
33121;RUA FRANZ SCHUBERT;145;01454020;JARDIM PAULISTANO;SAO PAULO;-23,584439;-46,6894953
33356;AVENIDA GUIMAR GARCIA NETO;163;35570000;CENTRO;FORMIGA;-20,4672862;-45,4316596
6303;RUA EDSON FRANCISCO;90;45300000;SAO ROQUE;AMARGOSA;-13,0297318;-39,60207
33150;RUA SANTO AMARO;442;49760000;CENTRO;ROSARIO DO CATETE;-10,6912077;-37,0306196
33365;TRAVESSA ULISSES GUIMARAES;342;64980000;SINCERINO;CORRENTE;-10,4417785;-45,164464
32642;RUA PROFESSORA GABRIELA VARELA;265;31742114;FLORAMAR;BELO HORIZONTE;-19,8338219;-43,9307685
33390;AVENIDA DUQUE DE CAXIAS;71;88715000;CENTRO;JAGUARUNA;-28,615415;-49,0253003
33399;DISTRITO MARACAJAU;18;59580971;POVOADO MARACAJAU;MAXARANGUAPE;-5,4516794;-35,3575974
33380;RUA BEBERIBE;164;31110730;SAO CRISTOVAO;BELO HORIZONTE;-19,9009814;-43,9433464
32709;RUA AIDA;80;04224000;VILA INDEPENDENCIA;SAO PAULO;-23,5985193;-46,5956337
33397;RUA GUARANESIA;450;02112000;VILA MARIA BAIXA;SAO PAULO;-23,5197796;-46,5922494
25273;RUA NOEL ROSA;568;09380330;JARDIM SONIA MARIA;MAUA;-23,6306534;-46,4794141
33395;RUA LOPES TROVAO;278;40435000;MASSARANDUBA;SALVADOR;-12,9288842;-38,4956998
25264;RUA GERALDO JOSE MARQUES;390;86380000;JARDIM MONTE SANTO;ANDIRA;-23,047934;-50,2306675
33406;RUA EPAMINONDAS SOUZA PORTO;33;39928000;CENTRO;SANTA MARIA DO SALTO;-16,2483626;-40,1515361
33401;RUA JOSE PEREIRA BARROS;162;60843240;MESSEJANA;FORTALEZA;-3,8296625;-38,4795134
33403;RUA CARLOS WEBER;349;05303000;VILA LEOPOLDINA;SAO PAULO;-23,5245529;-46,733262
33393;RUA SAO LUIZ;1431;95420000;CENTRO;JAQUIRANA;-28,8815983;-50,3641803
32711;RUA AIURUOCA;263;31910130;SAO PAULO;BELO HORIZONTE;-19,8680656;-43,9238483
6316;AVENIDA BERNARDO SAYAO;1543;77700970;CENTRO;GUARAI;-8,8166667;-48,3833333
25197;AVENIDA INOCENCIO SERAFICO;3333;06380020;VILA SILVA RIBEIRO;CARAPICUIBA;-23,5503391;-46,8349091
25216;RUA EZEQUIEL RAMOS;2;17010021;CENTRO;BAURU;-22,3214421;-49,0750903
25241;RUA PADRE REUS;1105;93800036;CENTRO;SAPIRANGA;-29,6404763;-51,012724
25249;RUA DOUTOR LAURO PIMENTEL;44;13083250;CIDADE UNIVERSITARIA;CAMPINAS;-22,8008311;-47,0669523
25234;RUA LANGE VIGUINI;31;29112390;RIO MARINHO;VILA VELHA;-20,3477821;-40,2949528
32707;RUA BENEDITO MANIGLIA;187;14400902;ESTACAO;FRANCA;-20,523166;-47,409287
32705;AVENIDA CENTENARIO;330;44700000;NAZARE;JACOBINA;-11,1857561;-40,5182633
25222;ESCD EZEQUIEL CORREIA DE OLIVEIRA;30;29016540;PIEDADE;VITORIA;-20,2976178;-40,2957768
25218;RUA JORGE TEODORO DE AZEVEDO;76;84970000;VILA GUAIRA;SANTANA DO ITARARE;-23,7566094;-49,6284213
32699;RUA SEM NOME;;72876505;ETAPA E;VALPARAISO DE GOIAS;-16,0655297;-47,9761119
32639;AVENIDA NORTE SUL;611;45821050;CENTRO;EUNAPOLIS;-16,3658411;-39,5867529
25227;RUA JOAO GERALDO CLARO;166;17213403;JARDIM PADRE AUGUSTO SANI;JAU;-22,3123814;-48,5915581
25230;RUA ALIPIO COELHO SILVA;25;36660000;BELA VISTA;ALEM PARAIBA;-21,8833835;-42,6985095
32720;RUA AMARAL GURGEL;50;01221000;VILA BUARQUE;SAO PAULO;-23,5422338;-46,6478862
25243;RUA RIO GRANDE;56;84270040;SAO JOAO;TELEMACO BORBA;-24,3167366;-50,6456387
33385;AVENIDA TIRADENTES;1448;87013260;ZONA 4;MARINGA;-23,4255116;-51,9473354
32206;RUA FRANK GARCIA;41;04342090;JABAQUARA;SAO PAULO;-23,6323663;-46,6478138
25256;RUA PROFESSOR ANTONIO OLEGARIO CARO;72;06515065;JARDIM PROF BENOA;SANTANA DE PARNAIBA;-23,4430047;-46,9226637
32170;AVENIDA FRANCISCO ELISIARIO;77;13070733;BONFIM;CAMPINAS;-22,9021999;-47,0740447
32351;RUA JOSE NONATO RIBEIRO;291;38400066;ERLAN;UBERLANDIA;-18,9170372;-48,2677563
32455;RUA CAPITAO GUSTAVO;3142;60120140;JOAQUIM TAVORA;FORTALEZA;-3,7485755;-38,5179984
32431;ESTRADA MUNPIEDADE AO BAIRRO DAS FURNAS;97;18170000;BAIRRO DAS FURNAS;PIEDADE;-23,7144314;-47,4260259
25177;AVENIDA ITAQUERA;796;03526000;JARDIM MARINGA;SAO PAULO;-23,5546437;-46,515545
32417;RUA PEDRO JOSE LORENZINI;184;09530130;CENTRO;SAO CAETANO DO SUL;-23,616267;-46,57474
25183;FAZENDA BAGUARI;SN;37120000;BAGUARI;PARAGUACU;-21,5513436;-45,7342636
32484;AVENIDA ROTARY;493;09980600;SERRARIA;DIADEMA;-23,703467;-46,612089
25212;RUA 1;;13501020;CIDADE JARDIM;RIO CLARO;-22,3897555;-47,6188963
25207;RUA MARANHAO;325;11436100;VILA ZILDA;GUARUJA;-23,9438476;-46,3018692
32387;RUA ANTONIO GOMIDE;184;04071070;PLANALTO PAULISTA;SAO PAULO;-23,6231432;-46,6504324
25191;AVENIDA RUI BARBOSA;2047;06311000;CENTRO;CARAPICUIBA;-23,5242308;-46,8451127
25290;RUA APOLONIO DE TIANA;607;05853280;JARDIM DUPRAT;SAO PAULO;-23,6584106;-46,7526853
25303;RUA ANGELO TRINDADE PRQ HUMAITA;1777;96203160;VILA MARIA JOSE;RIO GRANDE;-32,0353776;-52,1075802
25284;RUA JURUABA;185;04185120;VILA LIVIERO;SAO PAULO;-23,6444634;-46,5930233
6328;RUA SABINO DA SILVEIRA;SN;77455000;CENTRO;ALIANCA DO TOCANTINS;-11,3048588;-48,9412722
25309;RUA SAFIRA;113;32113030;SAO JOAQUIM;CONTAGEM;-19,8793309;-44,0232474
6322;RUA DONA TERESA CRISTINA;169;79013580;GUANABARA;CAMPO GRANDE;-20,4246941;-54,5876171
25337;TRAVESSA ESPERANCA;89;40435770;MASSARANDUBA;SALVADOR;-12,8971212;-38,4894274
25322;AVENIDA CUPIUBA;23;69135000;DISTRITO INDUSTRIAL;SAO SEBASTIAO DO UATUMA;-2,5595103;-57,8735373
25179;RUA DOM EDUARDO DA SILVA;481;38307050;PLATINA;ITUIUTABA;-18,9790789;-49,473951
25147;1A RUA NOEL ROSA;635;83750000;BAIXO DA LAPA;LAPA;-25,76238;-49,7090173
25044;RUA TICO;71;29168380;PORTO CANOA;SERRA;-20,1545056;-40,2518185
25042;RUA PROFESSORA ERNESTINA LOUREIRO DE MIRANDA;756;03682000;BURGO PAULISTA;SAO PAULO;-23,5173001;-46,4786015
25018;RUA VASSOURAS;47;25650500;QUITANDINHA;PETROPOLIS;-22,5314549;-43,2249532
25040;RUA MIGUEL COUTO;1511;75532370;SETOR NOVO HORIZONTE;ITUMBIARA;-18,4042847;-49,2324692
6333;RUA FREI TARCISIO;180;02118020;VILA MARIA;SAO PAULO;-23,5174021;-46,5937256
25050;RUA DA INDEPENDENCIA;19;65057631;VILA CASCAVEL;SAO LUIS;-2,5964311;-44,2180774
32714;RODOVIA BR 364;;76861000;ZONA RUAL;ITAPUA DO OESTE;-9,1974737;-63,1655015
32703;AVENIDA NATAL LOZZI;153;38406115;JARDIM CALIFORNIA;UBERLANDIA;-18,883065;-48,229346
25091;RUA COLOMBIA;53;49082125;NOVO PARAISO;ARACAJU;-10,9100222;-37,0796422
32736;RUA JOSE CAVALLI;39;13290000;SANTO ANTONIO;LOUVEIRA;-23,0882378;-46,9781374
32987;RUA DA CACHOEIRA;1;35830000;SAO JOSE DA SERRA;JABOTICATUBAS;-19,5139997;-43,7461023
25080;RUA SOROCABA;293;07132340;JARDIM BELA VISTA;GUARULHOS;-23,4360362;-46,515046
25085;RUA ALVES DA SILVEIRA;1056;69035590;COMPENSA;MANAUS;-3,1190275;-60,0217314
32773;RUA SETUBAL;278;51030010;BOA VIAGEM;RECIFE;-8,1329071;-34,9017298
25104;RUA CARLOS TREIN FILHO;254;90450120;AUXILIADORA;PORTO ALEGRE;-30,0244108;-51,1870651
25123;RUA JOSE MARTINS DE SOUZA;23;06140102;CONCEICAO;OSASCO;-23,5784566;-46,7983465
25119;RODOVIA BR 364;;78088800;SAO FRANCISCO;CUIABA;-15,6396924;-56,0290522
32745;TRAVESSA ROQUINHO VIEIRA;39;12570000;CENTRO;APARECIDA;-22,8469023;-45,2316652
25171;RUA SANTA IZABEL;83;39390000;JARDIM AMERICA;BOCAIUVA;-17,1186836;-43,8023465
32999;AVENIDA PENHA DE FRANCA;789;03606010;PENHA DE FRANCA;SAO PAULO;-23,5198292;-46,5465515
33210;RUA DOIS;251;68555690;ITAMARATI;XINGUARA;-7,0930152;-49,9334145
33408;RUA DAS ADALIAS;SN;88780000;IBIRAQUERA;IMBITUBA;-28,1410689;-48,6877664
32633;PRACA TIRADENTES;116;35770000;N S DAS GRACAS;CAETANOPOLIS;-19,2975518;-44,4192866
32983;RUA RIO CAPIBERIBE;15;13232090;JARDIM SANTO ANTONIO I;CAMPO LIMPO PAULISTA;-23,2099777;-46,7692135
32631;AVENIDA DOUTOR AGAMENON MAGALHAES;416;55604070;SAO VICENTE DE PAULO;VITORIA DE SANTO ANTAO;-8,1205104;-35,3014064
32637;AVENIDA ANTONIO LOURENCO DE SA;1551;76660000;CENTRO;ITAGUARU;-15,7664405;-49,6315333
6339;AVENIDA JOSE BARCELOS;745;35164069;BETHANIA;IPATINGA;-19,4438104;-42,5471458
32644;RODOVIA AC 40;2996;69900970;VILA ACRE;RIO BRANCO;-9,9814767;-67,8072951
25111;RUA EDUARDO SILVA;109;28460000;CENTRO;MIRACEMA;-21,4221383;-42,2039985
33410;AVENIDA ANTARTICA;380;05003020;AGUA BRANCA;SAO PAULO;-23,5269161;-46,67465
33412;TRECHO MARIANO BORBA;35;96740000;POCO QUATRO;ARROIO DOS RATOS;-30,0857242;-51,7272255
33418;RUA PORTO DAS FLORES;749;36030250;SANTA LUZIA;JUIZ DE FORA;-21,7892173;-43,343888
33425;AVENIDA ARAUCARIA;920;09251040;PARQUE NOVO ORATORIO;SANTO ANDRE;-23,6310953;-46,5089317
33423;RUA PROFESSORA ALAYDE TOLEDO GARLIPP;198;13046370;JARDIM ESMERALDINA;CAMPINAS;-22,9099384;-47,0626332
33429;RUA BRASILIA;656;59030060;ALECRIM;NATAL;-5,7940209;-35,2133032
33420;AVENIDA TANCREDO NEVES;5509;49095000;JABOTIANA;ARACAJU;-10,9241208;-37,080854
25114;RUA JOAQUIM NABUCO;439;54800000;ABC;MORENO;-8,1182742;-35,1090736
25125;RUA PARAIBA;141;39270000;SANTO ANTONIO;PIRAPORA;-17,3464469;-44,9456239
25078;AVENIDA BRASIL;3771;69030665;VILA DA PRATA;MANAUS;-3,1124495;-60,0444967
25158;AVENIDA SAO PAULO;209;86010060;CENTRO;LONDRINA;-23,3106158;-51,1601162
25165;AVENIDA BRASIL;23335;21670000;GUADALUPE;RIO DE JANEIRO;-22,846702;-43,3793268
25143;RUA BOM JESUS;2011;76974000;MORADA DO SOL;ESPIGAO DO OESTE;-11,5189961;-61,013194
25134;AVENIDA BRASIL;38;12062060;VILA SAO GERALDO;TAUBATE;-23,0071508;-45,5515935
25131;RUA MARATONA;177;99054190;SAO LUIZ GONZAGA;PASSO FUNDO;-28,2586063;-52,3780278
25138;RUA FRANCISCO MATEUS;144;04177345;JARDIM YARA;SAO PAULO;-23,6405144;-46,6087598
25140;RUA RICARDO DOS SANTOS;35;24461150;MUTUA;SAO GONCALO;-22,8097833;-43,0349971
25151;RUA JAGUARAO;SN;74905420;VILA BRASILIA;APARECIDA DE GOIANIA;-16,7370167;-49,2613369
31957;RUA PROFESSORA MAURA ABAURRE;120;29070720;MARIA ORTIZ;VITORIA;-20,2584572;-40,2981545
25068;RUA LUDGERO CAETANO VIEIRA;1177;88385000;NOSSA SENHORA DA PAZ;PENHA;-26,7716153;-48,6496656
24983;RUA PEDRO CICILIO OCCIUZZI;37;02992200;PARQUE PANAMERICANO;SAO PAULO;-23,4488157;-46,7277046
