PK_Endereco;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
17374;RUA BUARQUE DE MACEDO;53;22220030;FLAMENGO;RIO DE JANEIRO;-22,9290584;-43,175879
17369;QI 15;;72135150;TABATINGA;BRASILIA;-15,8506946;-47,8822231
17342;RUA FRANCISCO DE ANGELO;155;17370000;JARDIM BOM JESUS;SANTA MARIA DA SERRA;-22,5677985;-48,1626626
17335;RUA MACHADO DE ASSIS;475;29360000;SAO MIGUEL;CASTELO;-20,6079668;-41,2021344
17380;RUA CARDEAL STEPINAC;592;31170220;CIDADE NOVA;BELO HORIZONTE;-19,8868188;-43,924144
17321;RUA DA UNIAO;420;04107011;VILA MARIANA;SAO PAULO;-23,5811738;-46,6300533
17418;RUA JOAO CARLOS DO SACRAMENTO;69;41710330;BOCA DO RIO;SALVADOR;-12,9789844;-38,4336671
17433;RUA VEREADOR LUCAS PELAGALLI;230;18278560;LINCOLN PARQUE;TATUI;-23,3492186;-47,8465761
17403;RUA ANGELO COVATTI;1388;99052328;LEONARDO ILHA;PASSO FUNDO;-28,2580547;-52,4096248
17397;ESTRADA VICINAL ROBERTO ROMANINI OSV CRUZ A SALMOURAO;;17700000;CESTOL;OSVALDO CRUZ;-21,7972251;-50,879763
17388;RUA DOUTOR OLINTO FONSECA;83;35588000;CENTRO;ARCOS;-20,2805086;-45,5405058
17382;RUA CAMPINAS;479;13150000;CENTRO;COSMOPOLIS;-22,6450741;-47,1938716
17384;RUA ESCOCIA;252;01450000;JARDIM EUROPA;SAO PAULO;-23,5788108;-46,6837847
17392;RUA DEZENOVE DE MAIO;166;03648080;VILA ESPERANCA;SAO PAULO;-23,5280275;-46,5276386
17401;RUA PATATIVA;115;13034810;VILA NOVA TEIXEIRA;CAMPINAS;-22,9026749;-47,0859043
17394;RUA PINHEIROS;72;09692020;PAULICEIA;SAO BERNARDO DO CAMPO;-23,6698174;-46,5853564
17257;AVENIDA SAO JOAO;2168;01211000;SANTA CECILIA;SAO PAULO;-23,5350695;-46,6528697
17252;RUA PEDRO DA COSTA COLACO;235;12602500;NOVA LORENA;LORENA;-22,7261517;-45,117002
17245;RODOVIA BR 40;SN;32145900;GUANABARA;CONTAGEM;-19,9036153;-44,0491081
18049;RUA DA LIBERDADE;18;78030268;VERDAO;CUIABA;-15,6046801;-56,1167406
7485;RUA BELO HORIZONTE;545;88115270;SERRARIA;SAO JOSE;-27,5440594;-48,634619
17501;RUA DIOGO DE OLIVEIRA;216;02553040;SITIO DO MORRO;SAO PAULO;-23,500714;-46,6684809
18047;RUA CAPITAO MANOEL PINHEIRO;10;78138470;JARDIM MARAJOARA;VARZEA GRANDE;-15,646248;-56,1327131
17496;RUA BOA VISTA;99;08717140;CENTRO;MOGI DAS CRUZES;-23,5259459;-46,1925437
17478;RUA MARCELINO CALDEIRA;2226;77645000;CENTRO;LAJEADO;-9,7538211;-48,3572383
18054;RUA HELENA DE OLIVEIRA;36A;29311739;AGOSTINHO SIMONATO;CACHOEIRO DE ITAPEMIRIM;-20,8458086;-41,1500161
17467;RUA JOAO TEIXEIRA NETO;72;12246160;PARQUE RESIDENCIAL AQUARIUS;SAO JOSE DOS CAMPOS;-23,2182033;-45,9044978
17457;AVENIDA 20 DE MARCO;SN;99175000;CENTRO;NICOLAU VERGUEIRO;-28,5303333;-52,4681435
18085;RUA ANIVALDO PONTON;590;14055410;IPIRANGA;RIBEIRAO PRETO;-21,1577018;-47,8341941
18056;RUA FERNANDO AMARO;802;80045080;ALTO DA RUA XV;CURITIBA;-25,4286484;-49,2505112
18052;AVENIDA JOAO GEROSA;50;13930000;CENTRO;SERRA NEGRA;-22,6156616;-46,7011415
18045;RUA ENGENHEIRO GILBERTO KUHN;271;84060898;CONTORNO;PONTA GROSSA;-25,0993621;-50,1584514
7481;AVENIDA THIAGO FERREIRA;215;11450000;VILA ALICE VICENTE DE CARVALHO;GUARUJA;-23,9411812;-46,3046705
18041;RUA ATALIBA CARRION;252;96900000;RIO BRANCO;SOBRADINHO;-29,4091457;-53,0203492
17446;ALAMEDA LUCAS NOGUEIRA GARCEZ;1329;12942020;VILA THAIS;ATIBAIA;-23,120632;-46,5535597
18080;ESTRADA DO MONTEIRO;323;23045830;CAMPO GRANDE;RIO DE JANEIRO;-22,9147526;-43,5631065
18078;AVENIDA MALFLORIANO PEIXOTO;530;49900000;CENTRO;PROPRIA;-10,2122281;-36,8371852
17995;RUA DOUTOR JOSE AUGUSTO;173;35300005;SANTA ZITA;CARATINGA;-19,7826532;-42,1395524
17461;AVENIDA DAS AMERICAS;3500;22640102;CENTRO;RIO DE JANEIRO;-22,9994185;-43,3487516
17566;RUA DO CARTEIRO;933;38413195;PLANALTO;UBERLANDIA;-18,9372497;-48,320002
17465;RUA PROFESSOR JOSE HORACIO MEIRELLES TEIXEIRA;1045;05630130;VILA ANDRADE;SAO PAULO;-23,613412;-46,7418086
17499;PRACA ALPHA DE CENTAURO;54;06541075;ALPHAVILLE;SANTANA DE PARNAIBA;-23,4638455;-46,8777016
17552;RUA JANUARIO ZINGARO;105;05794300;JARDIM PARIS;SAO PAULO;-23,6411031;-46,7675232
17541;RUA QUINZE DE NOVEMBRO;558;11520010;VILA NOVA;CUBATAO;-23,896043;-46,4221715
17504;RUA FREI CANECA;569;01307000;CONSOLACAO;SAO PAULO;-23,5542136;-46,6525691
17535;AVENIDA ALBERTO BINS;320;90030140;CENTRO;PORTO ALEGRE;-30,0280862;-51,2235231
17543;RUA MARIA AUGUSTA SIQUEIRA;37;06296040;REMEDIOS;OSASCO;-23,5170776;-46,7581178
17560;RUA JOSE PEREIRA GURGEL;1076;69926000;CENTRO;BUJARI;-9,8227403;-67,9475283
17548;AVENIDA ARMANDO DE ANDRADE;305;06754210;PARQUE SANTOS DUMONT;TABOAO DA SERRA;-23,6072534;-46,7555617
17440;RUA DOS NAVEGANTES;525;51021010;BOA VIAGEM;RECIFE;-8,127561;-34,89891
17529;RUA GUSTAVO CAPANEMA;11;35600000;VILA MILITAR;BOM DESPACHO;-19,7520352;-45,2583374
17511;RUA MADRE DE DEUS;1361;03119000;MOOCA;SAO PAULO;-23,5661517;-46,5910052
17507;RUA LEANDRO MARTINS;22;20080070;CENTRO;RIO DE JANEIRO;-22,9004989;-43,1829364
17509;RUA PRIMAVERA;110;35930238;SAO JORGE;JOAO MONLEVADE;-19,8497779;-43,1779336
17515;RUA LEA VIALLE CURY;273;83260000;CENTRO;MATINHOS;-25,8116622;-48,5362308
17266;RUA DO CABRAL;137;04728210;JARDIM CARAVELAS;SAO PAULO;-23,6368756;-46,7148663
17934;RUA DA CONCEICAO;512;33125110;SAO BENEDITO;SANTA LUZIA;-19,7904279;-43,9414312
17271;RUA BELA VISTA;152;52051310;CASA AMARELA;RECIFE;-8,0130541;-34,915064
17907;RUA GENERAL ARGOLO;978;96015160;CENTRO;PELOTAS;-31,7618602;-52,3401721
17281;RUA MARECHAL TEIXEIRA LOTT;12;40450710;URUGUAI;SALVADOR;-12,9345717;-38,4803737
17276;RUA BOM JESUS DE IGUAPE;5181;81730020;BOQUEIRAO;CURITIBA;-25,5086294;-49,2313
17903;RUA SAO JOAQUIM;711;31035470;SAGRADA FAMILIA;BELO HORIZONTE;-19,8979316;-43,9196546
17219;RUA COJUBA;154;04533040;ITAIM BIBI;SAO PAULO;-23,5869124;-46,6850554
17223;RUA SENADOR DANTAS;104;38412092;TUBALINA;UBERLANDIA;-18,9381667;-48,3056849
17899;RUA NASCIMENTO SILVA;82;04330140;VILA CAMPESTRE;SAO PAULO;-23,6590566;-46,6457012
17241;RUA PORTO VELHO;774;07240060;JARDIM CUMBICA;GUARULHOS;-23,4442251;-46,4378
17915;AVENIDA ARARUAMA;1111;28970000;VILA CAPRI;ARARUAMA;-22,8652008;-42,2914509
17228;AVENIDA AFFONSO PANSAN;605;13473620;PARQUE PRIMAVERA;AMERICANA;-22,7241719;-47,293767
17890;RUA GONCALO ROLEMBERG;6;21741080;JARDIM SULACAP;RIO DE JANEIRO;-22,8877888;-43,3927923
17894;RUA DOUTOR AUGUSTO DE MIRANDA;280;05026000;VILA POMPEIA;SAO PAULO;-23,526314;-46,6864136
17233;RUA WILFRID RUSSEL SHORTO;90;51020300;BOA VIAGEM;RECIFE;-8,1208212;-34,8972403
17930;RUA JOSE GONCALVES ARAUJO;319;75904781;SANTO AGOSTINHO;RIO VERDE;-17,7791334;-50,9030442
17325;SERVIDAO PEDRO GIUSTI;315;88930000;VILA MANENTI;TURVO;-28,9225492;-49,6818643
17355;RUA ORESTES BALARINI;93;06763055;CHACARA AGRINDUS;TABOAO DA SERRA;-23,6078322;-46,7528802
18058;AVENIDA HIGIENOPOLIS;145;09190360;VILA BOA VISTA;SANTO ANDRE;-23,671119;-46,5392121
18061;RUA XINGU;211;78840000;CHACARA DAS UVAS;CAMPO VERDE;-15,5542453;-55,1772001
18063;RUA SETE DE SETEMBRO;1;47100000;CENTRO;BARRA;-11,0931961;-43,1437721
18066;RUA JOSE PAULINO;1774;13023102;VILA ITAPURA;CAMPINAS;-22,8994549;-47,0641994
18075;RUA DA COLINA;60;21931380;JARDIM GUANABARA;RIO DE JANEIRO;-22,805604;-43,206184
17304;AVENIDA SAO RAFAEL;2737;41253190;SAO MARCOS;SALVADOR;-12,9268817;-38,436557
18070;RUA PEDRO BORGES;33;60055110;CENTRO;FORTALEZA;-3,7283188;-38,5276509
18068;RUA QUINZE DE NOVEMBRO;417;09340450;JARDIM BOM RECANTO;MAUA;-23,6687109;-46,429924
17520;PRACA DA REPUBLICA;76;01045000;REPUBLICA;SAO PAULO;-23,5422963;-46,6426693
17231;RUA C 145;;74255500;JARDIM AMERICA;GOIANIA;-16,6956334;-49,3134898
17412;AVENIDA NOVE DE JULHO;3893;01406000;JARDIM PAULISTA;SAO PAULO;-23,5724677;-46,6645554
17406;ESTRADA BENEDITO CESARIO DE OLIVEIRA;588;06767280;VILA IASI;TABOAO DA SERRA;-23,6214512;-46,7888221
17416;RUA HEITOR PENTEADO;1759;05437000;SUMAREZINHO;SAO PAULO;-23,5438399;-46,6943593
17422;AVENIDA DAS NACOES UNIDAS;12551;04578000;BROOKLIN NOVO;SAO PAULO;-23,600496;-46,6947153
17372;RUA SALVADOR MASTROPIETRO;126;03156240;VILA PRUDENTE;SAO PAULO;-23,5814443;-46,5693769
17333;AVENIDA SAO PAULO;287;14801060;CENTRO;ARARAQUARA;-21,7940646;-48,1739747
17340;AVENIDA MARGINAL DIREITA DA VIA ANCHIETA;56;09891340;JORDANOPOLIS;SAO BERNARDO DO CAMPO;-23,6672043;-46,5733098
17328;RUA LIVIA MOREIRA;15;39740000;CENTRO;GUANHAES;-18,7779217;-42,9351178
16605;RUA D;30;28540000;SAO LUIZ;CORDEIRO;-22,0238132;-42,3640562
18253;RUA QUATRO;893;13181478;VILA SOL NASCENTE;SUMARE;-22,8176721;-47,1664699
18261;RUA ADOLFO TORRICELLI;128;13207265;VILA VIANELO;JUNDIAI;-23,2005586;-46,8855898
18257;RUA JOSE PAULO VILAC;125;13076690;TAQUARAL;CAMPINAS;-22,8841322;-47,0493598
18245;AVENIDA CAPITAO JOSE PESSOA;431;58015170;JAGUARIBE;JOAO PESSOA;-7,1301215;-34,878549
18237;RUA ALCIDES DE GODOY;73;13100020;JARDIM PARAISO;CAMPINAS;-22,9106006;-47,0398615
18265;RUA JOAO PATERNOSTER;220;95099260;RIO BRANCO;CAXIAS DO SUL;-29,1771089;-51,1964241
18354;RUA CECILIA BRASIL;527A;69301080;CENTRO;BOA VISTA;2,8157939;-60,6725938
18098;AVENIDA DA SEDE;SN;74480355;SETOR NOVO PLANALTO;GOIANIA;-16,6222028;-49,3398795
18357;RUA ROSALINA CALEGARIO;128;30882580;SERRANO;BELO HORIZONTE;-19,8808196;-44,0071799
18359;RUA ALVARES FAGUNDES;275;04338000;AMERICANOPOLIS;SAO PAULO;-23,6676;-46,6481925
18174;RUA IGUACU;2636;87505040;JARDIM PRESIDENTE;UMUARAMA;-23,7672214;-53,2957398
18194;RUA SAO FRANCISCO;108;62880502;MANGUEIRAL;HORIZONTE;-4,0967256;-38,4906934
18143;CONJUNTO VILLAGE CAMPESTRE I;38A;57073020;CIDADE UNIVERSITARIA;MACEIO;-9,5710964;-35,7751179
18383;RUA 8;;75370000;DELTA;GOIANIRA;-16,5056342;-49,4202072
18292;RUA QUIRINOPOLIS;121;44000000;BRASILIA;FEIRA DE SANTANA;-12,2709431;-38,9525178
18381;AVENIDA MANOEL RIBAS;864;80510020;SAO FRANCISCO;CURITIBA;-25,4219445;-49,2873711
18361;RUA LUCAS DE OLIVEIRA;2181;90460001;BELA VISTA;PORTO ALEGRE;-30,0419459;-51,1948445
18367;QUADRA 806 SUL AVENIDA LO 19;31;77023054;PLANO DIRETOR SUL;PALMAS;-10,2300945;-48,3238002
18224;RUA BABACU;310;08760020;JARDIM PLANALTO;MOGI DAS CRUZES;-23,5579435;-46,2192041
18123;RUA MOACIR JARDIM;1627;35670000;NOSSA SRA DO ROSARIO;MATEUS LEME;-19,9913006;-44,4219039
18369;RUA CORONEL ESTEVAO FRANCO DE GODOY;635;13930000;DAS PALMEIRAS;SERRA NEGRA;-22,6020998;-46,7047295
18104;RUA MANOEL ALMEIDA RAMOS;197;13275431;JARDIM SAO PEDRO;VALINHOS;-22,9839633;-46,9865131
18094;RUA ANDRE VIDAL DE NEGREIROS;121B;11035080;PONTA DA PRAIA;SANTOS;-23,9825254;-46,3020373
18278;RUA VICTORIO MAZZINI;869;16012710;AGUA BRANCA I;ARACATUBA;-21,2089388;-50,3969737
18186;RUA FRANCISCO ANTONIO MEIRA;190;08180270;JARDIM MAIA;SAO PAULO;-23,4892393;-46,4132889
18176;RUA ALVORADA;49;41207600;TANCREDO NEVES;SALVADOR;-12,9481722;-38,4526021
18289;RUA DOUTOR ALOYSIO IVANY DANTAS DA GAMA;180;12403270;SANTANA;PINDAMONHANGABA;-22,9279658;-45,4480827
18385;RUA VALMIR VITORIO SEGURA;33;18053525;PARQUE DOS EUCALIPTOS;SOROCABA;-23,495002;-47,5062482
18269;AVENIDA HEITOR RODRIGUES MAIA;434;19780000;VILA MARGARIDA DA CRUZ;QUATA;-22,2567952;-50,6932967
18350;RUA ARARAQUARA;103;59136350;LAGOA AZUL;NATAL;-5,7248554;-35,2519221
18343;RUA ARARAS;100;13847109;VILA SAO CARLOS;MOGI GUACU;-22,3539159;-46,9443634
18267;RUA PEDRO DE GASPERI;260;14140000;JARDIM PAULISTA;CRAVINHOS;-21,3445904;-47,7310401
18339;RUA QUINZE DE JANEIRO;232;92010300;CENTRO;CANOAS;-29,9194288;-51,1801001
18272;ESTRADA DO JACARANDA;1791;06361400;ALTOS DA SANTA LUCIA;CARAPICUIBA;-23,5500557;-46,8442588
18345;RUA VISCONDESSA CUNHA BUENO;39;12914360;JARDIM NOVA BRAGANCA;BRAGANCA PAULISTA;-22,9613001;-46,5387633
18168;RUA VISTA ALEGRE;47;32042530;PARQUE MARACANA;CONTAGEM;-19,9187258;-44,0979651
18138;RUA BAIANOPOLIS;307;07241120;JARDIM ANSALCA;GUARULHOS;-23,4475036;-46,422176
18166;RUA BANDEIRANTES;27;86300000;CENTRO;CORNELIO PROCOPIO;-23,1830924;-50,649103
18170;RUA IZAAC FERREIRA DA CRUZ;4731;81910000;SITIO CERCADO;CURITIBA;-25,5309533;-49,257878
18154;RUA TRES;31;84500000;NHAPINDAZAL;IRATI;-25,4576785;-50,65264
18184;RUA LAURO DE FREITAS;36;41500190;SAO CRISTOVAO;SALVADOR;-12,9100775;-38,3533508
18188;RUA MANUEL DE ALMEIDA;400;02075040;VILA PAIVA;SAO PAULO;-23,5051565;-46,6017207
18337;AVENIDA BELEM DE JUDA TRECHO INICIAL RECIFE;270;54290000;DOIS CARNEIROS;JABOATAO DOS GUARARAPES;-8,1693806;-34,9370588
18387;AVENIDA BRIGADEIRO FARIA LIMA;1912;01451907;JARDIM PAULISTANO;SAO PAULO;-23,5743774;-46,6894174
18179;RUA SIRINHAEM;85;03239140;PARQUE SAO LUCAS;SAO PAULO;-23,5954432;-46,5440889
18335;RUA MANUEL ALGANTE;387;02837010;VILA JOAO BATISTA;SAO PAULO;-23,4677022;-46,6978705
18352;RUA MARECHAL DEODORO;405;96020220;CENTRO;PELOTAS;-31,772951;-52,3468868
18347;RUA DOUTOR ARMANDO BARBEDO;193;91920520;TRISTEZA;PORTO ALEGRE;-30,1129322;-51,2571476
18206;RUA AUGUSTO DOS SANTOS;202;02636060;VILA SANTOS;SAO PAULO;-23,4550653;-46,6475473
18208;AVENIDA ITALIA;1551;12030900;INDEPENDENCIA;TAUBATE;-23,026054;-45,5804489
18214;PRACA BARAO DO RIO BRANCO;114;45400000;SAO FELIX;VALENCA;-13,370017;-39,0720559
18232;AVENIDA CANTAGALO;153;39700000;CACHOEIRINHA;PECANHA;-18,5448116;-42,5624902
18100;RUA VASCO DA GAMA;102;90420110;BOM FIM;PORTO ALEGRE;-30,0316631;-51,2112292
18220;RUA MOTA COELHO;19;45200080;CENTRO;JEQUIE;-13,8627356;-40,0844937
18226;RUA AVANHANDAVA;845;01306001;BELA VISTA;SAO PAULO;-23,5541056;-46,6493718
18201;RUA JOAO MARONI;49;36970000;CENTRO;MANHUMIRIM;-20,3585925;-41,9589281
18196;RUA 1021;151;88330762;CENTRO;BALNEARIO CAMBORIU;-26,9930938;-48,6356285
18235;RUA GENERAL RENATO VARANDAS DE AZEVEDO;344;04855280;JARDIM TRES CORACOES;SAO PAULO;-23,7699656;-46,6852666
18212;RUA JOSE CLETO;1811;31155290;SANTA CRUZ;BELO HORIZONTE;-19,8717456;-43,9470424
18210;RUA ERCILIA SIQUEIRA;288;30295410;CONJUNTO TAQUARIL;BELO HORIZONTE;-19,9132224;-43,8796581
18241;AVENIDA OSVALDO ARANHA;801;95590000;ZONA NOVA;TRAMANDAI;-30,0052924;-50,1456263
18091;RUA EVARISTO DA VEIGA;438;17510407;PALMITAL;MARILIA;-22,1937257;-49,9547181
7491;RUA CUSTODIO FARIA DE MORAES;28;17490000;JARDIM PANORAMA;PIRATININGA;-22,4165961;-49,1372408
18110;RUA DOMINGOS FAUSTINO SARMIENTO;3;04836360;JARDIM ALPINO;SAO PAULO;-23,7455033;-46,7114516
18113;AVENIDA CAPITAO WALDEMAR PAULA LIMA;700;60862580;BARROSO;FORTALEZA;-3,8198415;-38,5082162
18251;AVENIDA DOS ANDRADAS;542;36036000;CENTRO;JUIZ DE FORA;-21,7515786;-43,3537021
18255;RUA MANOEL FERNANDES DIAS;35;13060110;JARDIM NOVO C ELISIOS;CAMPINAS;-22,9305911;-47,0997141
18249;RUA DO RADIALISTA;1083;38413159;PLANALTO;UBERLANDIA;-18,9389499;-48,3164897
18243;RUA MACIEL PINHEIRO;40;55540000;CENTRO;PALMARES;-8,6851722;-35,5925744
18247;RUA MIGUEL LEMOS;22;40230650;FEDERACAO;SALVADOR;-12,9962611;-38,5138183
18239;AVENIDA CENTRAL;85;74565450;SETOR URIAS MAGALHAES;GOIANIA;-16,6499153;-49,3208358
18228;AVENIDA ESTRADA DO ARACAGY;4;65110000;JARDIM ARACAGY;SAO JOSE DE RIBAMAR;-2,5631805;-44,0625642
17738;AVENIDA RIO BRANCO;45;20040001;CENTRO;RIO DE JANEIRO;-22,8995099;-43,1793852
17744;RUA 6;22;65058039;CIDADE OPERARIA;SAO LUIS;-2,5658744;-44,310556
18263;RUA CRISCIUMA;1287;02225001;JARDIM BRASIL ZONA NORTE;SAO PAULO;-23,4812518;-46,5762204
7459;RUA DO HOSPICIO QUIOSQ;;50050050;BOA VISTA;RECIFE;-8,0607199;-34,8838754
17776;PRACA DIOGO CAVALCANTE;SN;73790000;CENTRO;CAVALCANTE;-13,7985706;-47,4609528
17781;RUA ANTONIO MARIANO;327;04784000;JARDIM IPANEMA;SAO PAULO;-23,6889037;-46,7080098
17740;AVENIDA SAO GABRIEL ARCANJO;103;88720000;CENTRO;PEDRAS GRANDES;-28,4343651;-49,1953975
18398;AVENIDA AFONSO PENA;1617;38400708;NOSSA SENHORA APARECIDA;UBERLANDIA;-18,909571;-48,2714809
18395;AVENIDA JOAO CORREA;111;93800014;CENTRO;SAPIRANGA;-29,633794;-51,000135
17733;RUA PELOTAS;202;04012000;VILA MARIANA;SAO PAULO;-23,5817468;-46,6448494
18391;RUA BENEDITO PEREIRA;152;05138120;JARDIM LIBANO;SAO PAULO;-23,486489;-46,7346055
18393;AVENIDA MARECHAL RONDON;2649;20950072;SAMPAIO;RIO DE JANEIRO;-22,9044744;-43,2641233
17728;AVENIDA IGNES DE ALMEIDA PIRES;917;18760000;JARDIM SANTA IGNES;CERQUEIRA CESAR;-23,044232;-49,1523625
18405;RUA WASHINGTON LUIZ;218;56330360;MARIA AUXILIADORA;PETROLINA;-9,389083;-40,5030961
18407;RUA ANTONIO CHICALHONE;218;13290000;JARDIM LAGO AZUL SANTO ANTONIO;LOUVEIRA;-23,0864185;-46,9770708
18403;RUA MARECHAL FLORIANO PEIXOTO;432;18170000;CENTRO;PIEDADE;-23,7076806;-47,420687
17818;RUA DA REPUBLICA;152;93315540;OPERARIO;NOVO HAMBURGO;-29,6742797;-51,1335421
17761;RUA SEM NOME;SN;72910000;JARDIM BRASILIA;AGUAS LINDAS DE GOIAS;-15,704782;-48,2773108
17783;AVENIDA PRESIDENTE KENNEDY;412;09913000;JARDIM PITANGUEIRAS;DIADEMA;-23,6845953;-46,6295495
17756;GALERIA EPAMINONDAS BRAGA;72;36010250;CENTRO;JUIZ DE FORA;-21,7609755;-43,3479486
17751;RUA BRENDA BENNETT;1180;04477230;SETE PRAIAS;SAO PAULO;-23,5505199;-46,6333094
17759;RUA SETE DE ABRIL;118;01043000;REPUBLICA;SAO PAULO;-23,5465859;-46,6405827
17787;AVENIDA GETULIO VARGAS;70;09751250;BAETA NEVES;SAO BERNARDO DO CAMPO;-23,6941052;-46,5485565
17808;AVENIDA SETE DE SETEMBRO;71;40060901;DOIS DE JULHO;SALVADOR;-12,9781137;-38,5143759
17834;RUA PROFESSOR DARIO VELOSO;110;80320050;VILA IZABEL;CURITIBA;-25,4597009;-49,2901539
17838;AVENIDA SANTA CLARA;392;92500000;JARDIM DOS LAGOS II;GUAIBA;-30,1155342;-51,3621863
17802;RUA ANTONIO CARLOS;38;34300000;CENTRO;RIO ACIMA;-20,0985134;-43,7870849
18532;RODOVIA BR 116;11566;61880975;JABUTI;ITAITINGA;-3,9904929;-38,5162398
17800;RUA MAJOR JOAO BATISTA FRANCA;1082;15025610;PARQUE INDUSTRIAL;SAO JOSE DO RIO PRETO;-20,7986776;-49,3863108
17876;RUA JORGE AMADO;85;06864370;JARDIM JACIRA;ITAPECERICA DA SERRA;-23,7463131;-46,7966816
17779;RUA MINAS GERAIS;878;16403134;JUNQUEIRA;LINS;-21,6817079;-49,7407169
17747;RUA DOS CARIJOS;136;30120060;CENTRO;BELO HORIZONTE;-19,9193386;-43,9366713
17767;RODOVIA RSC;453;95800000;SAO JOSE;VENANCIO AIRES;-29,5619102;-52,1595325
17749;RUA JOSE GERALDO MACCARI;57;13141034;PARQUE BRASIL 500;PAULINIA;-22,8026769;-47,133548
18495;RUA OLINDA;SN;74675620;JARDIM GUANABARA;GOIANIA;-16,6218644;-49,2250498
17770;RUA TREZE DE MAIO;3;17010230;CENTRO;BAURU;-22,3179057;-49,0756038
17789;RUA PADRE FRANCISCO CHYLAZEK;389;81280030;CIDADE INDUSTRIAL;CURITIBA;-25,4353767;-49,3545076
18087;QI 29 BLOCO A;SN;71675205;LAGO SUL;BRASILIA;-16,049917;-47,973325
18136;AVENIDA CENTENARIO;463;87050040;VILA CHRISTINO;MARINGA;-23,427547;-51,9074209
18259;RUA DAS CACAMBAS;148;32181035;VILA FRANCISCO MARIANO;CONTAGEM;-19,8612991;-44,0256834
17847;RUA WILSON TRONCOSO;958;16204155;RESIDENCIAL ALVORADA;BIRIGUI;-21,2915055;-50,3436312
17862;RUA ESTEVAO FERNANDES;82;04913140;JARDIM SANTA EDWIGES CAPELA DO SOCORRO;SAO PAULO;-23,6718248;-46,7409778
18230;AVENIDA ANITA GARIBALDI;1121;80540180;AHU;CURITIBA;-25,4020282;-49,2589693
17844;RUA TENENTE ALCIDES THEODORO DOS SANTOS;70;16055557;AVIACAO;ARACATUBA;-21,1969305;-50,4334204
17796;RUA ESPERANCA;75;06385650;VILA ARTEM;CARAPICUIBA;-23,534315;-46,8372696
18222;ESTRADA DAS PALMEIRAS L;13Q;24475002;ITAUNA;SAO GONCALO;-22,7861279;-43,0285441
18198;AVENIDA AVELINO PARANHO;52;03533010;VILA TALARICO;SAO PAULO;-23,5492148;-46,5082623
18141;RUA VINTE DOIS;109;68540000;VILA NOVA;CONCEICAO DO ARAGUAIA;-1,233333;-50,366667
18172;AVENIDA NICOLAU JACINTO;308;03687010;JARDIM ARTUR ALVIM;SAO PAULO;-23,52602;-46,4857027
18192;RUA SANTO INACIO;204;04960190;JARDIM CAPELA;SAO PAULO;-23,734404;-46,7905408
18218;RUA ALBERTO SANTOS;655;88960000;CENTRO;SOMBRIO;-29,1134163;-49,6308627
17773;AVENIDA ATLANTICA;720;22010000;COPACABANA;RIO DE JANEIRO;-22,9633554;-43,1701943
18107;RUA SAGRADO CORACOES;468;38880000;CENTRO;TIROS;-19,0046205;-45,968186
18126;RUA GREGORIO VIEGAS;151;04844110;JARDIM DOS MANACAS;SAO PAULO;-23,7452955;-46,7012118
17813;TRAVESSA DOCA SERENO;64;65760000;CENTRO;PRESIDENTE DUTRA;-5,2850183;-44,4916032
17829;RUA EUROPA UNIDA;523;45605280;SAO JUDAS;ITABUNA;-14,7900202;-39,2651824
17798;RUA CUXIPONES;330;05030020;JARDIM VERA CRUZ;SAO PAULO;-23,540917;-46,6909656
17793;RUA DAVID OLIVEIRA;1536;15400000;CENTRO;OLIMPIA;-20,739453;-48,9187058
17806;RUA ITALIVIO DE SOUZA PAEL;985;79813050;JARDIM RASSLEM;DOURADOS;-22,2539798;-54,813511
17823;RUA ARMANDO STECK;2;13290970;JARDIM NIERO;LOUVEIRA;-23,0837102;-46,9493563
17853;RUA PAULO OLIVEIRA;58;68560000;BEL RECANTO;SANTANA DO ARAGUAIA;-9,8;-36,35
18276;RUA ANGELO LA PORTA;76;88020600;CENTRO;FLORIANOPOLIS;-27,5883983;-48,5421754
17850;RUA SANTA EFIGENIA;78;35400000;ANTONIO DIAS;OURO PRETO;-20,38775;-43,4987142
18365;EQNM 17 BLOCO D;;72215564;CEILANDIA;BRASILIA;-15,801519;-47,860297
18528;RUA FRANCISCO ALVES NEGRAO;400;18440000;VILA SAO PEDRO;ITABERA;-23,8559559;-49,1358007
18548;RUA ESTEVAO CAPRIATA;109;79050440;VILA PROGRESSO;CAMPO GRANDE;-20,484799;-54,6131702
17841;RUA DEPUTADO EDU VIEIRA;SN;88040900;CAMPUS;FLORIANOPOLIS;-27,6083407;-48,520845
17856;CORREGO TANCREDO;SN;29665000;ZONA RURAL;SAO ROQUE DO CANAA;-19,7386805;-40,6594438
18536;ESTRADA DA AGUA ESPRAIADA;570;06725153;AGUA ESPRAIADA CAUCAIA DO ALTO;COTIA;-23,6618372;-47,0480184
17742;PRACA SETE DE FEVEREIRO;83;03358020;VILA FORMOSA;SAO PAULO;-23,563385;-46,5516624
18204;RUA MARECHAL DEODORO;1325;97700000;CENTRO;SANTIAGO;-29,1910456;-54,8689316
17731;RUA IGUACU;327;31110600;CONCORDIA;BELO HORIZONTE;-19,902781;-43,9381285
18566;AVENIDA INDEPENDENCIA;363;89865000;CENTRO;NOVA ERECHIM;-26,9011065;-52,909752
