PK_DetEmpresas;cd_natureza_juridica;de_natureza_juridica;de_situacao;de_classif_natureza_juridica;fl_optante_simples;qt_filial;tipo_empresa;fl_optante_simei;de_saude_tributaria;de_nivel_atividade;nu_ordem
4;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RS;BAIXADA;0;;PRIVADO;0;;INATIVA;
30162;2062;SOCIEDADE EMPRESARIA LIMITADA;AC;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
6931;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
8915;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;1;1;PRIVADO;0;AZUL;ALTA;4
29595;2240;SOCIEDADE SIMPLES LIMITADA;DF;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;0
13224;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
22923;3999;ASSOCIACAO PRIVADA;SP;ATIVA;0;8;PRIVADO;0;VERDE;ALTA;2
13201;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
23048;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;AP;ATIVA;0;;PUBLICO;0;AMARELO;MEDIA;0
23414;3999;ASSOCIACAO PRIVADA;TO;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;1
12942;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;2
27750;2135;EMPRESARIO INDIVIDUAL;RJ;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;1
23450;3999;ASSOCIACAO PRIVADA;PE;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;2
23793;3999;ASSOCIACAO PRIVADA;PR;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
13192;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;BAIXADA;0;;PRIVADO;0;LARANJA;INATIVA;0
24341;2062;SOCIEDADE EMPRESARIA LIMITADA;RN;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;0
25884;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RS;ATIVA;1;;PRIVADO;0;VERDE;ALTA;0
26225;2313;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA SIMPLES;RJ;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;3
27328;3085;CONDOMINIO EDILICIO;GO;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;0
24174;3999;ASSOCIACAO PRIVADA;RN;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
13234;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;2
28115;4120;PRODUTOR RURAL PESSOA FISICA;;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;2
6931;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
30771;2313;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA SIMPLES;PA;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;0
30816;2240;SOCIEDADE SIMPLES LIMITADA;PR;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
30756;2135;EMPRESARIO INDIVIDUAL;PE;ATIVA;0;;PRIVADO;0;AMARELO;ALTA;1
33094;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;1
31696;2135;EMPRESARIO INDIVIDUAL;AL;BAIXADA;0;;PRIVADO;0;LARANJA;INATIVA;0
23793;3999;ASSOCIACAO PRIVADA;PR;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
50;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;;INATIVA;
28083;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;3;PRIVADO;0;AZUL;ALTA;1
33287;2135;EMPRESARIO INDIVIDUAL;AP;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;0
33527;2062;SOCIEDADE EMPRESARIA LIMITADA;AL;ATIVA;1;1;PRIVADO;0;VERDE;ALTA;0
34225;2135;EMPRESARIO INDIVIDUAL;MT;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;1
34278;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;1;1;PRIVADO;0;VERDE;ALTA;0
26347;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RJ;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;0
26323;2240;SOCIEDADE SIMPLES LIMITADA;PR;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
35708;2054;SOCIEDADE ANONIMA FECHADA;SP;BAIXADA;0;;PRIVADO;0;CINZA;INATIVA;0
23032;3131;ENTIDADE SINDICAL;AC;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
1260;2135;EMPRESARIO INDIVIDUAL;TO;BAIXADA;0;;PRIVADO;0;;INATIVA;1
26485;2054;SOCIEDADE ANONIMA FECHADA;MT;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
31705;2054;SOCIEDADE ANONIMA FECHADA;ES;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;0
5756;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;;PRIVADO;0;VERMELHO;BAIXA;0
35622;2054;SOCIEDADE ANONIMA FECHADA;RS;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;0
35696;2135;EMPRESARIO INDIVIDUAL;PB;ATIVA;1;;PRIVADO;1;AMARELO;ALTA;0
26509;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;3;PRIVADO;0;AMARELO;MEDIA;0
23879;3999;ASSOCIACAO PRIVADA;MS;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;2
5786;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;1
23085;3999;ASSOCIACAO PRIVADA;PB;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
11308;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;1
35808;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;1
11621;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
23054;3220;ORGANIZACAO RELIGIOSA;PR;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;0
26684;3034;SERVICO NOTARIAL E REGISTRAL CARTORIO;TO;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
23707;3999;ASSOCIACAO PRIVADA;ES;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;1
12677;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;1;AZUL;ALTA;1
5837;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
29324;1201;FUNDO PUBLICO;MA;ATIVA;0;;PUBLICO;0;VERDE;ALTA;1
29448;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;1;2;PRIVADO;0;VERDE;ALTA;0
26699;2232;SOCIEDADE SIMPLES PURA;ES;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;0
5857;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;3
36212;2232;SOCIEDADE SIMPLES PURA;RJ;BAIXADA;0;;PRIVADO;0;;INATIVA;0
5901;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;2
5914;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;1;;PRIVADO;0;AZUL;ALTA;3
5996;2135;EMPRESARIO INDIVIDUAL;ES;ATIVA;1;;PRIVADO;1;VERDE;ALTA;3
5857;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;2
6018;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;1;;PRIVADO;0;AZUL;BAIXA;4
27614;2135;EMPRESARIO INDIVIDUAL;TO;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;3
33170;2062;SOCIEDADE EMPRESARIA LIMITADA;BA;ATIVA;0;4;PRIVADO;0;LARANJA;MEDIA;0
6014;2135;EMPRESARIO INDIVIDUAL;PE;ATIVA;1;;PRIVADO;0;AZUL;ALTA;3
26524;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;3
6147;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;3
36069;2062;SOCIEDADE EMPRESARIA LIMITADA;RR;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
5560;2135;EMPRESARIO INDIVIDUAL;MS;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
32832;2054;SOCIEDADE ANONIMA FECHADA;RS;ATIVA;0;;PRIVADO;0;VERMELHO;MUITO BAIXA;0
13659;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;1;1;PRIVADO;0;AZUL;MEDIA;0
23454;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;MS;ATIVA;0;;PUBLICO;0;AMARELO;MEDIA;1
23718;3999;ASSOCIACAO PRIVADA;SC;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
6158;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;;PRIVADO;0;VERDE;ALTA;1
26232;2135;EMPRESARIO INDIVIDUAL;DF;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
53;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;3
31442;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;1;;PRIVADO;0;AZUL;BAIXA;0
23471;3999;ASSOCIACAO PRIVADA;RS;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
26225;2313;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA SIMPLES;RJ;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;1
6175;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MT;ATIVA;1;1;PRIVADO;0;VERDE;ALTA;3
23019;3220;ORGANIZACAO RELIGIOSA;GO;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
9282;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;1;;PRIVADO;1;VERDE;MEDIA;4
34712;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
9387;2054;SOCIEDADE ANONIMA FECHADA;MG;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
9577;2135;EMPRESARIO INDIVIDUAL;AC;ATIVA;1;;PRIVADO;1;VERDE;ALTA;1
56;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;BAIXADA;0;;PRIVADO;0;;INATIVA;1
6271;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;3
23417;3999;ASSOCIACAO PRIVADA;PB;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;1
9572;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;3;PRIVADO;0;VERDE;ALTA;2
9509;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;ATIVA;1;;PRIVADO;0;LARANJA;ALTA;2
5848;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;3
5830;2135;EMPRESARIO INDIVIDUAL;RJ;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;2
6308;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;3
23704;3999;ASSOCIACAO PRIVADA;RO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;2
30987;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PR;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
6401;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
24587;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;0;2;PRIVADO;0;VERDE;ALTA;4
281;2054;SOCIEDADE ANONIMA FECHADA;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;
28951;4120;PRODUTOR RURAL PESSOA FISICA;SP;ATIVA;0;2;PRIVADO;0;AZUL;MEDIA;1
23091;3999;ASSOCIACAO PRIVADA;MG;ATIVA;0;;PRIVADO;0;LARANJA;ALTA;1
5798;2135;EMPRESARIO INDIVIDUAL;PB;ATIVA;1;;PRIVADO;0;AZUL;ALTA;2
6459;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;1
7344;2062;SOCIEDADE EMPRESARIA LIMITADA;AL;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
5765;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;0;AZUL;ALTA;1
27019;3085;CONDOMINIO EDILICIO;RS;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;0
23632;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;PR;ATIVA;0;;PUBLICO;0;AZUL;MEDIA;0
53;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;0
27052;3085;CONDOMINIO EDILICIO;SC;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
31527;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;2
6466;2135;EMPRESARIO INDIVIDUAL;PA;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;4
27140;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
50;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;;INATIVA;0
35045;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;1;;PRIVADO;1;AZUL;BAIXA;0
6301;2135;EMPRESARIO INDIVIDUAL;SP;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
27121;3085;CONDOMINIO EDILICIO;PB;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
10022;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
328;4014;EMPRESA INDIVIDUAL IMOBILIARIA;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;
50;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;;INATIVA;1
334;2135;EMPRESARIO INDIVIDUAL;MS;BAIXADA;0;;PRIVADO;0;;INATIVA;
7248;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;4
6491;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;1
6308;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
50;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;;INATIVA;3
53;2062;SOCIEDADE EMPRESARIA LIMITADA;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;1
23000;3999;ASSOCIACAO PRIVADA;RJ;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;1
26769;3034;SERVICO NOTARIAL E REGISTRAL CARTORIO;BA;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
6547;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;0;;PRIVADO;0;AMARELO;BAIXA;2
359;4090;CANDIDATO A CARGO POLITICO ELETIVO;MA;BAIXADA;0;;PRIVADO;0;;INATIVA;
23768;3999;ASSOCIACAO PRIVADA;MS;ATIVA;0;1;PRIVADO;0;VERDE;MEDIA;2
366;2135;EMPRESARIO INDIVIDUAL;PB;BAIXADA;0;;PRIVADO;0;;INATIVA;
369;2054;SOCIEDADE ANONIMA FECHADA;BA;BAIXADA;0;;PRIVADO;0;;INATIVA;
6660;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;1
18945;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;1
19598;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;1;;PRIVADO;0;AMARELO;BAIXA;1
16258;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;1;;PRIVADO;0;VERMELHO;BAIXA;2
5870;2135;EMPRESARIO INDIVIDUAL;PA;ATIVA;1;;PRIVADO;1;VERDE;ALTA;3
6680;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;1
16252;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
16252;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;ATIVA;0;;PRIVADO;0;VERDE;ALTA;2
26855;4014;EMPRESA INDIVIDUAL IMOBILIARIA;MS;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
15642;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;1;;PRIVADO;0;LARANJA;BAIXA;1
31335;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;GO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
27614;2135;EMPRESARIO INDIVIDUAL;TO;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;4
6308;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;1
27674;2054;SOCIEDADE ANONIMA FECHADA;TO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
16429;2062;SOCIEDADE EMPRESARIA LIMITADA;AM;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;1
31363;2143;COOPERATIVA;SE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
7306;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
7306;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
31527;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;1
6503;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;3
33636;3999;ASSOCIACAO PRIVADA;CE;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
423;4014;EMPRESA INDIVIDUAL IMOBILIARIA;SC;BAIXADA;0;;PRIVADO;0;;INATIVA;
6687;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;1
59;3999;ASSOCIACAO PRIVADA;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;0
33;2070;SOCIEDADE EMPRESARIA EM NOME COLETIVO;PR;BAIXADA;0;;PRIVADO;0;;INATIVA;
29387;2240;SOCIEDADE SIMPLES LIMITADA;RJ;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;0
23490;3220;ORGANIZACAO RELIGIOSA;RS;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
29303;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;BA;ATIVA;0;;PRIVADO;0;AZUL;ALTA;4
24151;3999;ASSOCIACAO PRIVADA;RN;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
24094;3999;ASSOCIACAO PRIVADA;RS;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;2
23678;3999;ASSOCIACAO PRIVADA;SP;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;2
16429;2062;SOCIEDADE EMPRESARIA LIMITADA;AM;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;2
117;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;0
16905;3999;ASSOCIACAO PRIVADA;GO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;2
35309;2062;SOCIEDADE EMPRESARIA LIMITADA;MS;ATIVA;0;1;PRIVADO;0;AZUL;BAIXA;0
35617;2011;EMPRESA PUBLICA;MG;ATIVA;0;;PUBLICO;0;VERDE;ALTA;1
6687;2135;EMPRESARIO INDIVIDUAL;PI;ATIVA;1;;PRIVADO;1;AMARELO;BAIXA;2
25877;2135;EMPRESARIO INDIVIDUAL;GO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
16777;2054;SOCIEDADE ANONIMA FECHADA;SP;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
16693;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;1
16905;3999;ASSOCIACAO PRIVADA;GO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
472;2038;SOCIEDADE DE ECONOMIA MISTA;SP;BAIXADA;0;;MISTA;0;;INATIVA;
32686;2135;EMPRESARIO INDIVIDUAL;AL;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
6696;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;3
31530;2135;EMPRESARIO INDIVIDUAL;SC;BAIXADA;1;;PRIVADO;0;VERDE;INATIVA;4
27008;3085;CONDOMINIO EDILICIO;PI;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
29421;1201;FUNDO PUBLICO;GO;ATIVA;0;;PUBLICO;0;AZUL;ALTA;1
24151;3999;ASSOCIACAO PRIVADA;RN;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
33702;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;0;LARANJA;MEDIA;0
35617;2011;EMPRESA PUBLICA;MG;ATIVA;0;;PUBLICO;0;VERDE;ALTA;2
117;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;4
23674;3999;ASSOCIACAO PRIVADA;PA;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
23474;3999;ASSOCIACAO PRIVADA;PI;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;2
501;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;1;;PRIVADO;0;;INATIVA;
6426;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;1;AMARELO;ALTA;3
22941;4090;CANDIDATO A CARGO POLITICO ELETIVO;PE;BAIXADA;0;;PRIVADO;0;;INATIVA;0
6725;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;1;;PRIVADO;0;VERDE;INATIVA;1
26969;3085;CONDOMINIO EDILICIO;RS;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;0
30810;2232;SOCIEDADE SIMPLES PURA;SP;BAIXADA;0;;PRIVADO;0;;INATIVA;0
117;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;1
6029;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;ATIVA;1;;PRIVADO;0;AMARELO;ALTA;3
101;2135;EMPRESARIO INDIVIDUAL;GO;BAIXADA;0;;PRIVADO;0;;INATIVA;1
6808;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;ATIVA;1;1;PRIVADO;0;VERDE;ALTA;1
6817;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MT;ATIVA;1;;PRIVADO;0;VERDE;ALTA;3
5959;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
528;2135;EMPRESARIO INDIVIDUAL;RO;BAIXADA;0;;PRIVADO;0;;INATIVA;
535;3999;ASSOCIACAO PRIVADA;BA;BAIXADA;0;;PRIVADO;0;;INATIVA;
15652;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MG;ATIVA;0;2;PRIVADO;0;VERDE;ALTA;2
15705;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;2
23485;3999;ASSOCIACAO PRIVADA;RN;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
35610;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;0
6264;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
24151;3999;ASSOCIACAO PRIVADA;RN;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
5914;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
5925;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;1;;PRIVADO;0;AZUL;ALTA;1
6925;2135;EMPRESARIO INDIVIDUAL;PE;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;1
30918;2062;SOCIEDADE EMPRESARIA LIMITADA;BA;ATIVA;0;3;PRIVADO;0;VERDE;ALTA;1
7405;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;4
15710;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RS;ATIVA;1;1;PRIVADO;0;AZUL;MEDIA;2
7194;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
7344;2062;SOCIEDADE EMPRESARIA LIMITADA;AL;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
74;2135;EMPRESARIO INDIVIDUAL;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;2
24049;3999;ASSOCIACAO PRIVADA;SE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
6925;2135;EMPRESARIO INDIVIDUAL;PE;BAIXADA;0;;PRIVADO;0;AMARELO;INATIVA;3
24049;3999;ASSOCIACAO PRIVADA;SE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
5901;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;3
117;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;2
584;4014;EMPRESA INDIVIDUAL IMOBILIARIA;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;
24058;3999;ASSOCIACAO PRIVADA;PE;ATIVA;0;;PRIVADO;0;LARANJA;MEDIA;2
74;2135;EMPRESARIO INDIVIDUAL;MG;BAIXADA;0;;PRIVADO;0;;INATIVA;3
27003;3085;CONDOMINIO EDILICIO;RS;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
594;4090;CANDIDATO A CARGO POLITICO ELETIVO;GO;BAIXADA;0;;PRIVADO;0;;INATIVA;
