PK_DetEmpresas;cd_natureza_juridica;de_natureza_juridica;de_situacao;de_classif_natureza_juridica;fl_optante_simples;qt_filial;tipo_empresa;fl_optante_simei;de_saude_tributaria;de_nivel_atividade;nu_ordem
5851;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;1
16340;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;1
13234;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;3
13201;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;4
13201;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;3
13234;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
12942;2062;SOCIEDADE EMPRESARIA LIMITADA;RJ;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
16266;2143;COOPERATIVA;PR;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;0
16322;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;3
16322;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;4
16322;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;1
16275;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;1;PRIVADO;0;VERDE;MEDIA;0
16317;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;2
16317;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
15997;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;ALTA;4
15574;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;0;;PRIVADO;0;VERDE;ALTA;1
15493;2135;EMPRESARIO INDIVIDUAL;MG;BAIXADA;1;;PRIVADO;0;AZUL;INATIVA;0
15461;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PR;ATIVA;1;1;PRIVADO;0;LARANJA;ALTA;2
16275;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;1;PRIVADO;0;VERDE;MEDIA;2
16275;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;1;1;PRIVADO;0;VERDE;MEDIA;1
16322;2135;EMPRESARIO INDIVIDUAL;AM;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;0
15574;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
16286;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;1;1;PRIVADO;0;VERDE;MEDIA;0
16261;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
16340;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;0
16340;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;3
16261;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;1
16340;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;4
16286;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;1;1;PRIVADO;0;VERDE;MEDIA;2
16340;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;2
5993;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;0
16261;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;2
16261;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;3
16266;2143;COOPERATIVA;PR;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;2
16261;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;4
15862;2135;EMPRESARIO INDIVIDUAL;AP;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;4
10907;2135;EMPRESARIO INDIVIDUAL;PA;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
10877;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
10877;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
10895;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;2
16509;2054;SOCIEDADE ANONIMA FECHADA;RJ;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
10877;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
16509;2054;SOCIEDADE ANONIMA FECHADA;RJ;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
16577;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
12893;2062;SOCIEDADE EMPRESARIA LIMITADA;MS;ATIVA;0;;PRIVADO;0;VERMELHO;BAIXA;1
16577;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
10895;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;0
16552;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;;PRIVADO;0;VERMELHO;ALTA;0
7895;2135;EMPRESARIO INDIVIDUAL;AC;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;0
7824;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;LARANJA;MUITO BAIXA;0
7895;2135;EMPRESARIO INDIVIDUAL;AC;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;1
16552;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;;PRIVADO;0;VERMELHO;ALTA;1
16509;2054;SOCIEDADE ANONIMA FECHADA;RJ;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
10871;2135;EMPRESARIO INDIVIDUAL;RO;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
7827;2135;EMPRESARIO INDIVIDUAL;PE;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;0
10910;2135;EMPRESARIO INDIVIDUAL;SE;ATIVA;1;;PRIVADO;1;VERDE;ALTA;2
10971;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;0
10971;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;2
10977;2135;EMPRESARIO INDIVIDUAL;SP;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;1
10971;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;1
10895;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;1
10960;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;2
10910;2135;EMPRESARIO INDIVIDUAL;SE;ATIVA;1;;PRIVADO;1;VERDE;ALTA;1
23339;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RS;ATIVA;0;;PUBLICO;0;AMARELO;MEDIA;0
23252;3999;ASSOCIACAO PRIVADA;PE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
16836;2240;SOCIEDADE SIMPLES LIMITADA;PR;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;1
16836;2240;SOCIEDADE SIMPLES LIMITADA;PR;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;0
16866;2240;SOCIEDADE SIMPLES LIMITADA;SC;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;1
16826;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;1
16826;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;2
23246;3999;ASSOCIACAO PRIVADA;AL;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
10953;2062;SOCIEDADE EMPRESARIA LIMITADA;AM;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
16672;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
16826;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;0
16826;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;3
16866;2240;SOCIEDADE SIMPLES LIMITADA;SC;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;2
16600;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;1;;PRIVADO;0;LARANJA;MEDIA;1
16588;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;2
6003;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;1;;PRIVADO;1;VERDE;MEDIA;0
16600;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;1;;PRIVADO;0;LARANJA;MEDIA;0
16577;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
16588;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;4
16639;2054;SOCIEDADE ANONIMA FECHADA;PR;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;1
16614;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MT;ATIVA;0;;PRIVADO;0;VERDE;ALTA;2
16588;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;1
16866;2240;SOCIEDADE SIMPLES LIMITADA;SC;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;4
16614;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MT;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
16614;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MT;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
16866;2240;SOCIEDADE SIMPLES LIMITADA;SC;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;3
16614;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;MT;ATIVA;0;;PRIVADO;0;VERDE;ALTA;0
16777;2054;SOCIEDADE ANONIMA FECHADA;SP;ATIVA;0;;PRIVADO;0;AZUL;ALTA;3
15743;2062;SOCIEDADE EMPRESARIA LIMITADA;SC;BAIXADA;0;;PRIVADO;0;LARANJA;INATIVA;0
16905;3999;ASSOCIACAO PRIVADA;GO;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
16129;2062;SOCIEDADE EMPRESARIA LIMITADA;;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
15820;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;2
15722;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;0;1;PRIVADO;0;LARANJA;ALTA;3
15862;2135;EMPRESARIO INDIVIDUAL;AP;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;3
15722;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;0;1;PRIVADO;0;LARANJA;ALTA;0
16049;2135;EMPRESARIO INDIVIDUAL;RS;BAIXADA;0;;PRIVADO;0;VERMELHO;INATIVA;0
16090;2135;EMPRESARIO INDIVIDUAL;MS;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
16220;2135;EMPRESARIO INDIVIDUAL;PA;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
15722;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;0;1;PRIVADO;0;LARANJA;ALTA;1
15862;2135;EMPRESARIO INDIVIDUAL;AP;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;1
10960;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;0;;PRIVADO;0;AMARELO;MEDIA;3
16252;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;ATIVA;0;;PRIVADO;0;VERDE;ALTA;3
15862;2135;EMPRESARIO INDIVIDUAL;AP;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;0
16252;2062;SOCIEDADE EMPRESARIA LIMITADA;PI;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
5982;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;0
15997;2062;SOCIEDADE EMPRESARIA LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;ALTA;3
15820;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;1
15820;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;0
16258;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;1;;PRIVADO;0;VERMELHO;BAIXA;4
16129;2062;SOCIEDADE EMPRESARIA LIMITADA;;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
15717;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;0
15820;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;4
15777;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;1
15820;2062;SOCIEDADE EMPRESARIA LIMITADA;PA;ATIVA;1;;PRIVADO;0;VERDE;ALTA;3
16258;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;1;;PRIVADO;0;VERMELHO;BAIXA;3
16644;2240;SOCIEDADE SIMPLES LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
16693;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;4
16730;2135;EMPRESARIO INDIVIDUAL;SC;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
16693;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;2
16644;2240;SOCIEDADE SIMPLES LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
16730;2135;EMPRESARIO INDIVIDUAL;SC;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;1
16644;2240;SOCIEDADE SIMPLES LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
16258;2135;EMPRESARIO INDIVIDUAL;RS;ATIVA;1;;PRIVADO;0;VERMELHO;BAIXA;0
16777;2054;SOCIEDADE ANONIMA FECHADA;SP;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
16672;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
16693;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;3
16693;2062;SOCIEDADE EMPRESARIA LIMITADA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
16672;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;2
16777;2054;SOCIEDADE ANONIMA FECHADA;SP;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
16588;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;0
16989;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;1;;PRIVADO;0;VERDE;ALTA;3
16989;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;1;;PRIVADO;0;VERDE;ALTA;4
15717;2062;SOCIEDADE EMPRESARIA LIMITADA;GO;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;1
15725;2135;EMPRESARIO INDIVIDUAL;MG;ATIVA;1;;PRIVADO;0;AMARELO;ALTA;0
17004;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RJ;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
15722;2062;SOCIEDADE EMPRESARIA LIMITADA;CE;ATIVA;0;1;PRIVADO;0;LARANJA;ALTA;2
17001;4014;EMPRESA INDIVIDUAL IMOBILIARIA;SP;ATIVA;0;;PRIVADO;0;LARANJA;BAIXA;0
15777;2135;EMPRESARIO INDIVIDUAL;PR;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
16644;2240;SOCIEDADE SIMPLES LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;2
16644;2240;SOCIEDADE SIMPLES LIMITADA;MA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
16777;2054;SOCIEDADE ANONIMA FECHADA;SP;ATIVA;0;;PRIVADO;0;AZUL;ALTA;4
16672;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;3
16672;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;4
14520;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;2
8693;2135;EMPRESARIO INDIVIDUAL;RJ;ATIVA;0;;PRIVADO;0;VERDE;MEDIA;1
14075;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;BA;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
14075;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;BA;ATIVA;1;;PRIVADO;0;AZUL;ALTA;2
13953;2062;SOCIEDADE EMPRESARIA LIMITADA;AL;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
8547;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;4
17141;2240;SOCIEDADE SIMPLES LIMITADA;SP;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;0
14026;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;CE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
14149;2062;SOCIEDADE EMPRESARIA LIMITADA;PB;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
9096;2135;EMPRESARIO INDIVIDUAL;RN;ATIVA;1;;PRIVADO;1;AMARELO;MEDIA;4
8566;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;1;;PRIVADO;0;AZUL;ALTA;2
8587;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;;PRIVADO;0;AZUL;BAIXA;0
14149;2062;SOCIEDADE EMPRESARIA LIMITADA;PB;ATIVA;1;;PRIVADO;0;AZUL;ALTA;1
8557;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;TO;ATIVA;1;;PRIVADO;0;VERDE;ALTA;1
13762;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;4
17447;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
8623;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;1;VERDE;MEDIA;0
8547;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;3
8618;2062;SOCIEDADE EMPRESARIA LIMITADA;SE;ATIVA;0;;PRIVADO;0;VERMELHO;BAIXA;0
8908;2135;EMPRESARIO INDIVIDUAL;PA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;3
8623;2135;EMPRESARIO INDIVIDUAL;MA;ATIVA;1;;PRIVADO;1;VERDE;MEDIA;1
8908;2135;EMPRESARIO INDIVIDUAL;PA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;1
13762;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;3
8908;2135;EMPRESARIO INDIVIDUAL;PA;ATIVA;1;;PRIVADO;0;AMARELO;MEDIA;4
13762;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;0
17447;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;SP;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;1
8884;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;3
13756;2135;EMPRESARIO INDIVIDUAL;ES;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;3
8884;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;1;;PRIVADO;0;AZUL;MEDIA;0
8547;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;1;PRIVADO;0;AZUL;ALTA;2
17125;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;4
17125;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;0
17101;2143;COOPERATIVA;SP;ATIVA;0;;PRIVADO;0;VERDE;ALTA;2
17125;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;1
17141;2240;SOCIEDADE SIMPLES LIMITADA;SP;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;3
17125;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;3
13269;2062;SOCIEDADE EMPRESARIA LIMITADA;MT;ATIVA;1;;PRIVADO;0;LARANJA;ALTA;2
17619;2054;SOCIEDADE ANONIMA FECHADA;PE;ATIVA;0;1;PRIVADO;0;VERDE;ALTA;2
13339;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;1
13339;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;0;1;PRIVADO;0;AZUL;MEDIA;0
13301;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;BAIXADA;1;;PRIVADO;0;AZUL;INATIVA;0
6029;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;ATIVA;1;;PRIVADO;0;AMARELO;ALTA;1
17336;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;0
17101;2143;COOPERATIVA;SP;ATIVA;0;;PRIVADO;0;VERDE;ALTA;4
17137;2054;SOCIEDADE ANONIMA FECHADA;AL;ATIVA;0;;PRIVADO;0;VERMELHO;ALTA;4
13928;2062;SOCIEDADE EMPRESARIA LIMITADA;PR;ATIVA;0;;PRIVADO;0;AMARELO;BAIXA;0
17137;2054;SOCIEDADE ANONIMA FECHADA;AL;ATIVA;0;;PRIVADO;0;VERMELHO;ALTA;1
8618;2062;SOCIEDADE EMPRESARIA LIMITADA;SE;ATIVA;0;;PRIVADO;0;VERMELHO;BAIXA;1
8590;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;0
8790;2062;SOCIEDADE EMPRESARIA LIMITADA;SE;ATIVA;0;;PRIVADO;0;AZUL;ALTA;3
8587;2062;SOCIEDADE EMPRESARIA LIMITADA;RS;ATIVA;1;;PRIVADO;0;AZUL;BAIXA;2
8590;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;1
17141;2240;SOCIEDADE SIMPLES LIMITADA;SP;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;1
8803;2062;SOCIEDADE EMPRESARIA LIMITADA;RR;ATIVA;0;3;PRIVADO;0;AZUL;ALTA;3
17284;2240;SOCIEDADE SIMPLES LIMITADA;SP;ATIVA;1;;PRIVADO;0;VERDE;MEDIA;2
17137;2054;SOCIEDADE ANONIMA FECHADA;AL;ATIVA;0;;PRIVADO;0;VERMELHO;ALTA;2
17209;2240;SOCIEDADE SIMPLES LIMITADA;SP;BAIXADA;0;;PRIVADO;0;LARANJA;INATIVA;0
17336;2062;SOCIEDADE EMPRESARIA LIMITADA;ES;BAIXADA;0;;PRIVADO;0;VERDE;INATIVA;2
17809;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;BA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;4
8590;2062;SOCIEDADE EMPRESARIA LIMITADA;MG;ATIVA;0;;PRIVADO;0;AZUL;ALTA;3
13632;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;0
13632;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;2
13647;2135;EMPRESARIO INDIVIDUAL;CE;ATIVA;0;;PRIVADO;0;VERMELHO;MEDIA;0
18027;2240;SOCIEDADE SIMPLES LIMITADA;MG;ATIVA;1;;PRIVADO;0;AZUL;ALTA;1
13706;2135;EMPRESARIO INDIVIDUAL;PR;BAIXADA;0;;PRIVADO;0;AZUL;INATIVA;2
13632;2135;EMPRESARIO INDIVIDUAL;SC;ATIVA;0;;PRIVADO;0;AZUL;BAIXA;1
13752;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;1
13752;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;0
9975;2062;SOCIEDADE EMPRESARIA LIMITADA;PE;ATIVA;1;;PRIVADO;0;AZUL;ALTA;0
13752;2135;EMPRESARIO INDIVIDUAL;BA;ATIVA;0;;PRIVADO;0;AZUL;MEDIA;3
9983;2143;COOPERATIVA;MT;BAIXADA;0;;PRIVADO;0;;INATIVA;0
13756;2135;EMPRESARIO INDIVIDUAL;ES;ATIVA;1;;PRIVADO;1;AZUL;MEDIA;1
9969;2135;EMPRESARIO INDIVIDUAL;SP;BAIXADA;1;;PRIVADO;1;;INATIVA;1
